SourceType,SourceID,Shielding,PhotonEnergy,CountRate
HEU,1,1,2407,1.78738e-01
HEU,1,1,2409,1.75452e-01
HEU,1,1,2411,1.72666e-01
HEU,1,1,2413,1.69473e-01
HEU,1,1,2415,1.66358e-01
HEU,1,1,2417,1.63721e-01
HEU,1,1,2419,1.60636e-01
HEU,1,1,2421,1.57544e-01
HEU,1,1,2423,1.55037e-01
HEU,1,1,2425,1.52000e-01
HEU,1,1,2427,1.49553e-01
HEU,1,1,2429,1.46580e-01
HEU,1,1,2431,1.44190e-01
HEU,1,1,2433,1.41659e-01
HEU,1,1,2435,1.39360e-01
HEU,1,1,2437,1.36547e-01
HEU,1,1,2439,1.34895e-01
HEU,1,1,2441,1.32726e-01
HEU,1,1,2443,1.30464e-01
HEU,1,1,2445,1.28538e-01
HEU,1,1,2447,1.26660e-01
HEU,1,1,2449,1.25606e-01
HEU,1,1,2451,1.23689e-01
HEU,1,1,2453,1.22385e-01
HEU,1,1,2455,1.21427e-01
HEU,1,1,2457,1.20377e-01
HEU,1,1,2459,1.19377e-01
HEU,1,1,2461,1.18766e-01
HEU,1,1,2463,1.18329e-01
HEU,1,1,2465,1.18389e-01
HEU,1,1,2467,1.18170e-01
HEU,1,1,2469,1.18610e-01
HEU,1,1,2471,1.18965e-01
HEU,1,1,2473,1.19613e-01
HEU,1,1,2475,1.20977e-01
HEU,1,1,2477,1.22140e-01
HEU,1,1,2479,1.23389e-01
HEU,1,1,2481,1.25916e-01
HEU,1,1,2483,1.27755e-01
HEU,1,1,2485,1.30209e-01
HEU,1,1,2487,1.33206e-01
HEU,1,1,2489,1.36630e-01
HEU,1,1,2491,1.40286e-01
HEU,1,1,2493,1.44287e-01
HEU,1,1,2495,1.49054e-01
HEU,1,1,2497,1.53368e-01
HEU,1,1,2499,1.58933e-01
HEU,1,1,2501,1.64447e-01
HEU,1,1,2503,1.71081e-01
HEU,1,1,2505,1.77228e-01
HEU,1,1,2507,1.84591e-01
HEU,1,1,2509,1.92321e-01
HEU,1,1,2511,1.99816e-01
HEU,1,1,2513,2.09024e-01
HEU,1,1,2515,2.17700e-01
HEU,1,1,2517,2.26969e-01
HEU,1,1,2519,2.37929e-01
HEU,1,1,2521,2.47544e-01
HEU,1,1,2523,2.59026e-01
HEU,1,1,2525,2.70795e-01
HEU,1,1,2527,2.82222e-01
HEU,1,1,2529,2.95220e-01
HEU,1,1,2531,3.08120e-01
HEU,1,1,2533,3.21339e-01
HEU,1,1,2535,3.35511e-01
HEU,1,1,2537,3.49754e-01
HEU,1,1,2539,3.64506e-01
HEU,1,1,2541,3.79460e-01
HEU,1,1,2543,3.94977e-01
HEU,1,1,2545,4.10611e-01
HEU,1,1,2547,4.26738e-01
HEU,1,1,2549,4.43090e-01
HEU,1,1,2551,4.59681e-01
HEU,1,1,2553,4.76751e-01
HEU,1,1,2555,4.93232e-01
HEU,1,1,2557,5.10738e-01
HEU,1,1,2559,5.27584e-01
HEU,1,1,2561,5.44493e-01
HEU,1,1,2563,5.61988e-01
HEU,1,1,2565,5.78303e-01
HEU,1,1,2567,5.95726e-01
HEU,1,1,2569,6.12650e-01
HEU,1,1,2571,6.28915e-01
HEU,1,1,2573,6.45024e-01
HEU,1,1,2575,6.60701e-01
HEU,1,1,2577,6.76535e-01
HEU,1,1,2579,6.91646e-01
HEU,1,1,2581,7.05573e-01
HEU,1,1,2583,7.20119e-01
HEU,1,1,2585,7.33405e-01
HEU,1,1,2587,7.45988e-01
HEU,1,1,2589,7.58209e-01
HEU,1,1,2591,7.68965e-01
HEU,1,1,2593,7.79828e-01
HEU,1,1,2595,7.89759e-01
HEU,1,1,2597,7.98180e-01
HEU,1,1,2599,8.06225e-01
HEU,1,1,2601,8.13408e-01
HEU,1,1,2603,8.18805e-01
HEU,1,1,2605,8.24265e-01
HEU,1,1,2607,8.27886e-01
HEU,1,1,2609,8.31007e-01
HEU,1,1,2611,8.33200e-01
HEU,1,1,2613,8.33719e-01
HEU,1,1,2615,8.33786e-01
HEU,1,1,2617,8.32240e-01
HEU,1,1,2619,8.30245e-01
HEU,1,1,2621,8.26575e-01
HEU,1,1,2623,8.22169e-01
HEU,1,1,2625,8.16716e-01
HEU,1,1,2627,8.10540e-01
HEU,1,1,2629,8.02578e-01
HEU,1,1,2631,7.94510e-01
HEU,1,1,2633,7.85038e-01
HEU,1,1,2635,7.75199e-01
HEU,1,1,2637,7.63865e-01
HEU,1,1,2639,7.51968e-01
HEU,1,1,2641,7.39122e-01
HEU,1,1,2643,7.25901e-01
HEU,1,1,2645,7.11977e-01
HEU,1,1,2647,6.97434e-01
HEU,1,1,2649,6.81443e-01
HEU,1,1,2651,6.66297e-01
HEU,1,1,2653,6.49912e-01
HEU,1,1,2655,6.32828e-01
HEU,1,1,2657,6.16464e-01
HEU,1,1,2659,5.98042e-01
HEU,1,1,2661,5.81132e-01
HEU,1,1,2663,5.63028e-01
HEU,1,1,2665,5.44744e-01
HEU,1,1,2667,5.26690e-01
HEU,1,1,2669,5.08808e-01
HEU,1,1,2671,4.90228e-01
HEU,1,1,2673,4.72078e-01
HEU,1,1,2675,4.53816e-01
HEU,1,1,2677,4.36269e-01
HEU,1,1,2679,4.18145e-01
HEU,1,1,2681,4.00510e-01
HEU,1,1,2683,3.83232e-01
HEU,1,1,2685,3.66325e-01
HEU,1,1,2687,3.48863e-01
HEU,1,1,2689,3.33306e-01
HEU,1,1,2691,3.16314e-01
HEU,1,1,2693,3.01071e-01
HEU,1,1,2695,2.85844e-01
HEU,1,1,2697,2.70626e-01
HEU,1,1,2699,2.56417e-01
HEU,1,1,2701,2.42507e-01
HEU,1,1,2703,2.28489e-01
HEU,1,1,2705,2.16033e-01
HEU,1,1,2707,2.03225e-01
HEU,1,1,2709,1.90898e-01
HEU,1,1,2711,1.79814e-01
HEU,1,1,2713,1.67981e-01
HEU,1,1,2715,1.58038e-01
HEU,1,1,2717,1.47409e-01
HEU,1,1,2719,1.37486e-01
HEU,1,1,2721,1.28830e-01
HEU,1,1,2723,1.19919e-01
HEU,1,1,2725,1.11346e-01
HEU,1,1,2727,1.03961e-01
HEU,1,1,2729,9.60591e-02
HEU,1,1,2731,8.92473e-02
HEU,1,1,2733,8.23477e-02
HEU,1,1,2735,7.66638e-02
HEU,1,1,2737,7.05807e-02
HEU,1,1,2739,6.49483e-02
HEU,1,1,2741,5.98987e-02
HEU,1,1,2743,5.49498e-02
HEU,1,1,2745,5.03817e-02
HEU,1,1,2747,4.63154e-02
HEU,1,1,2749,4.28155e-02
HEU,1,1,2751,3.85806e-02
HEU,1,1,2753,3.55772e-02
HEU,1,1,2755,3.26098e-02
HEU,1,1,2757,2.93926e-02
HEU,1,1,2759,2.68905e-02
HEU,1,1,2761,2.44902e-02
HEU,1,1,2763,2.20918e-02
HEU,1,1,2765,2.02543e-02
HEU,1,1,2767,1.80839e-02
HEU,1,1,2769,1.63574e-02
HEU,1,1,2771,1.47490e-02
HEU,1,1,2773,1.34762e-02
HEU,1,1,2775,1.22649e-02
HEU,1,1,2777,1.07248e-02
HEU,1,1,2779,1.00131e-02
HEU,1,1,2781,8.74268e-03
HEU,1,1,2783,7.61728e-03
HEU,1,1,2785,7.05307e-03
HEU,1,1,2787,6.55417e-03
HEU,1,1,2789,5.28741e-03
HEU,1,1,2791,5.21702e-03
HEU,1,1,2793,4.09535e-03
HEU,1,1,2795,4.09180e-03
HEU,1,1,2797,3.53037e-03
HEU,1,1,2799,3.16142e-03
HEU,1,1,2801,2.61518e-03
HEU,1,1,2803,2.61200e-03
HEU,1,1,2805,2.05293e-03
HEU,1,1,2807,2.04993e-03
HEU,1,1,2809,1.49091e-03
HEU,1,1,2811,1.48901e-03
HEU,1,1,2813,1.45590e-03
HEU,1,1,2815,9.60288e-04
HEU,1,1,2817,9.26659e-04
HEU,1,1,2819,9.58043e-04
HEU,1,1,2821,8.93514e-04
HEU,1,1,2823,8.13406e-04
HEU,1,1,2825,4.77009e-04
HEU,1,1,2827,3.66127e-04
HEU,1,1,2829,3.16221e-04
HEU,1,1,2831,5.71946e-04
HEU,1,1,2833,2.04381e-04
HEU,1,1,2835,3.79237e-04
HEU,1,1,2837,1.18192e-05
HEU,1,1,2839,5.71170e-04
HEU,1,1,2841,1.15610e-05
HEU,1,1,2843,1.14940e-05
HEU,1,1,2845,5.70968e-04
HEU,1,1,2847,1.13299e-05
HEU,1,1,2849,1.12359e-05
HEU,1,1,2851,1.11960e-05
HEU,1,1,2853,1.11174e-05
HEU,1,1,2855,1.10329e-05
HEU,1,1,2857,5.70349e-04
HEU,1,1,2859,1.06843e-05
HEU,1,1,2861,1.06395e-05
HEU,1,1,2863,1.05966e-05
HEU,1,1,2865,1.05478e-05
HEU,1,1,2867,1.04949e-05
HEU,1,1,2869,1.04382e-05
HEU,1,1,2871,1.03778e-05
HEU,1,1,2873,1.03106e-05
HEU,1,1,2875,1.02482e-05
HEU,1,1,2877,1.01732e-05
HEU,1,1,2879,1.00946e-05
HEU,1,1,2881,1.00190e-05
HEU,1,1,2883,9.93296e-06
HEU,1,1,2885,9.84398e-06
HEU,1,1,2887,9.75507e-06
HEU,1,1,2889,9.65686e-06
HEU,1,1,2891,9.55759e-06
HEU,1,1,2893,9.45524e-06
HEU,1,1,2895,9.34871e-06
HEU,1,1,2897,9.23643e-06
HEU,1,1,2899,9.12239e-06
HEU,1,1,2901,9.00797e-06
HEU,1,1,2903,8.88470e-06
HEU,1,1,2905,8.75910e-06
HEU,1,1,2907,8.63784e-06
HEU,1,1,2909,8.50382e-06
HEU,1,1,2911,8.37417e-06
HEU,1,1,2913,8.23832e-06
HEU,1,1,2915,8.10510e-06
HEU,1,1,2917,7.96369e-06
HEU,1,1,2919,7.82285e-06
HEU,1,1,2921,7.67981e-06
HEU,1,1,2923,7.53723e-06
HEU,1,1,2925,7.39146e-06
HEU,1,1,2927,7.24551e-06
HEU,1,1,2929,7.10034e-06
HEU,1,1,2931,6.94854e-06
HEU,1,1,2933,6.79941e-06
HEU,1,1,2935,6.65575e-06
HEU,1,1,2937,6.50163e-06
HEU,1,1,2939,6.35513e-06
HEU,1,1,2941,6.20609e-06
HEU,1,1,2943,6.05633e-06
HEU,1,1,2945,5.90908e-06
HEU,1,1,2947,5.76182e-06
HEU,1,1,2949,5.61606e-06
HEU,1,1,2951,5.46736e-06
HEU,1,1,2953,5.32523e-06
HEU,1,1,2955,5.18230e-06
HEU,1,1,2957,5.03989e-06
HEU,1,1,2959,4.89994e-06
HEU,1,1,2961,4.76146e-06
HEU,1,1,2963,4.62093e-06
HEU,1,1,2965,4.48954e-06
HEU,1,1,2967,4.35642e-06
HEU,1,1,2969,4.22221e-06
HEU,1,1,2971,4.09470e-06
HEU,1,1,2973,3.96610e-06
HEU,1,1,2975,3.84258e-06
HEU,1,1,2977,3.71875e-06
HEU,1,1,2979,3.59738e-06
HEU,1,1,2981,3.47998e-06
HEU,1,1,2983,3.36548e-06
HEU,1,1,2985,3.24849e-06
HEU,1,1,2987,3.14005e-06
HEU,1,1,2989,3.02814e-06
HEU,1,1,2991,2.92598e-06
HEU,1,1,2993,2.82028e-06
HEU,1,1,2995,2.71617e-06
HEU,1,1,2997,2.61839e-06
HEU,1,1,2999,2.52300e-06
HEU,1,1,3001,2.42532e-06
HEU,1,1,3003,2.33727e-06
HEU,1,1,3005,2.24418e-06
HEU,1,1,3007,2.15808e-06
HEU,1,1,3009,2.07293e-06
HEU,1,1,3011,1.99152e-06
HEU,1,1,3013,1.90957e-06
HEU,1,1,3015,1.83185e-06
HEU,1,1,3017,1.75595e-06
HEU,1,1,3019,1.68164e-06
HEU,1,1,3021,1.61145e-06
HEU,1,1,3023,1.54367e-06
HEU,1,1,3025,1.47465e-06
HEU,1,1,3027,1.40970e-06
HEU,1,1,3029,1.34651e-06
HEU,1,1,3031,1.28631e-06
HEU,1,1,3033,1.22677e-06
HEU,1,1,3035,1.16978e-06
HEU,1,1,3037,1.11497e-06
HEU,1,1,3039,1.06256e-06
HEU,1,1,3041,1.01261e-06
HEU,1,1,3043,9.60686e-07
HEU,1,1,3045,9.14876e-07
HEU,1,1,3047,8.68046e-07
HEU,1,1,3049,8.24557e-07
HEU,1,1,3051,7.81760e-07
HEU,1,1,3053,7.40848e-07
HEU,1,1,3055,7.03267e-07
HEU,1,1,3057,6.64334e-07
HEU,1,1,3059,6.29751e-07
HEU,1,1,3061,5.93999e-07
HEU,1,1,3063,5.61388e-07
HEU,1,1,3065,5.31007e-07
HEU,1,1,3067,4.98527e-07
HEU,1,1,3069,4.71813e-07
HEU,1,1,3071,4.42526e-07
HEU,1,1,3073,4.17397e-07
HEU,1,1,3075,3.90896e-07
HEU,1,1,3077,3.69896e-07
HEU,1,1,3079,3.45103e-07
HEU,1,1,3081,3.24585e-07
HEU,1,1,3083,3.05151e-07
HEU,1,1,3085,2.84264e-07
HEU,1,1,3087,2.65642e-07
HEU,1,1,3089,2.49016e-07
HEU,1,1,3091,2.32355e-07
HEU,1,1,3093,2.15369e-07
HEU,1,1,3095,2.02426e-07
HEU,1,1,3097,1.87432e-07
HEU,1,1,3099,1.75937e-07
HEU,1,1,3101,1.62724e-07
HEU,1,1,3103,1.50366e-07
HEU,1,1,3105,1.41216e-07
HEU,1,1,3107,1.30328e-07
HEU,1,1,3109,1.20193e-07
HEU,1,1,3111,1.11201e-07
HEU,1,1,3113,1.02514e-07
HEU,1,1,3115,9.56740e-08
HEU,1,1,3117,8.82330e-08
HEU,1,1,3119,8.11099e-08
HEU,1,1,3121,7.37888e-08
HEU,1,1,3123,6.86632e-08
HEU,1,1,3125,6.28344e-08
HEU,1,1,3127,5.86132e-08
HEU,1,1,3129,5.34892e-08
HEU,1,1,3131,4.89915e-08
HEU,1,1,3133,4.37438e-08
HEU,1,1,3135,4.05149e-08
HEU,1,1,3137,3.77231e-08
HEU,1,1,3139,3.40561e-08
HEU,1,1,3141,3.10582e-08
HEU,1,1,3143,2.91688e-08
HEU,1,1,3145,2.56991e-08
HEU,1,1,3147,2.38455e-08
HEU,1,1,3149,2.03712e-08
HEU,1,1,3151,1.88829e-08
HEU,1,1,3153,1.75173e-08
HEU,1,1,3155,1.71695e-08
HEU,1,1,3157,1.34527e-08
HEU,1,1,3159,1.27301e-08
HEU,1,1,3161,1.19677e-08
HEU,1,1,3163,9.82125e-09
HEU,1,1,3165,9.94380e-09
HEU,1,1,3167,9.38643e-09
HEU,1,1,3169,7.34720e-09
HEU,1,1,3171,6.44198e-09
HEU,1,1,3173,6.34741e-09
HEU,1,1,3175,5.60937e-09
HEU,1,1,3177,4.95932e-09
HEU,1,1,3179,4.85886e-09
HEU,1,1,3181,3.32046e-09
HEU,1,1,3183,3.87741e-09
HEU,1,1,3185,3.22812e-09
HEU,1,1,3187,2.47872e-09
HEU,1,1,3189,2.54169e-09
HEU,1,1,3191,2.31786e-09
HEU,1,1,3193,2.43058e-09
HEU,1,1,3195,1.49817e-09
HEU,1,1,3197,1.26326e-09
HEU,1,1,3199,9.81943e-10
HEU,1,1,3201,1.49802e-09
HEU,1,1,3203,1.06605e-09
HEU,1,1,3205,1.77974e-09
HEU,1,1,3207,7.95518e-10
HEU,1,1,3209,4.19895e-10
HEU,1,1,3211,3.29071e-10
HEU,1,1,3213,7.48064e-10
HEU,1,1,3215,7.49893e-10
HEU,1,1,3217,2.00323e-13
HEU,1,1,3219,7.47925e-10
HEU,1,1,3221,1.44485e-13
HEU,1,1,3223,5.58346e-10
HEU,1,1,3225,1.89603e-10
HEU,1,1,3227,7.00856e-14
HEU,1,1,3229,8.96371e-14
HEU,1,1,3231,7.47839e-10
HEU,1,1,3233,2.56217e-14
HEU,1,1,3235,1.79436e-14
HEU,1,1,3237,1.70403e-14
HEU,1,1,3239,1.83117e-14
HEU,1,1,3241,2.27828e-14
HEU,1,1,3243,4.72225e-14
HEU,1,1,3245,7.47801e-10
HEU,1,1,3247,0.00000e+00
HEU,1,1,3249,0.00000e+00
HEU,1,1,3251,0.00000e+00
HEU,1,1,3253,0.00000e+00
HEU,1,1,3255,0.00000e+00
HEU,1,1,3257,0.00000e+00
HEU,1,1,3259,0.00000e+00
HEU,1,1,3261,0.00000e+00
HEU,1,1,3263,0.00000e+00
HEU,1,1,3265,0.00000e+00
HEU,1,1,3267,0.00000e+00
HEU,1,1,3269,0.00000e+00
HEU,1,1,3271,0.00000e+00
HEU,1,1,3273,0.00000e+00
HEU,1,1,3275,0.00000e+00
HEU,1,1,3277,0.00000e+00
HEU,1,1,3279,0.00000e+00
HEU,1,1,3281,0.00000e+00
HEU,1,1,3283,0.00000e+00
HEU,1,1,3285,0.00000e+00
HEU,1,1,3287,0.00000e+00
HEU,1,1,3289,0.00000e+00
HEU,1,1,3291,0.00000e+00
HEU,1,1,3293,0.00000e+00
HEU,1,1,3295,0.00000e+00
HEU,1,1,3297,0.00000e+00
HEU,1,1,3299,0.00000e+00
HEU,1,1,3301,0.00000e+00
HEU,1,1,3303,0.00000e+00
HEU,1,1,3305,0.00000e+00
HEU,1,1,3307,0.00000e+00
HEU,1,1,3309,0.00000e+00
HEU,1,1,3311,0.00000e+00
HEU,1,1,3313,0.00000e+00
HEU,1,1,3315,0.00000e+00
HEU,1,1,3317,0.00000e+00
HEU,1,1,3319,0.00000e+00
HEU,1,1,3321,0.00000e+00
HEU,1,1,3323,0.00000e+00
HEU,1,1,3325,0.00000e+00
HEU,1,1,3327,0.00000e+00
HEU,1,1,3329,0.00000e+00
HEU,1,1,3331,0.00000e+00
HEU,1,1,3333,0.00000e+00
HEU,1,1,3335,0.00000e+00
HEU,1,1,3337,0.00000e+00
HEU,1,1,3339,0.00000e+00
HEU,1,1,3341,0.00000e+00
HEU,1,1,3343,0.00000e+00
HEU,1,1,3345,0.00000e+00
HEU,1,1,3347,0.00000e+00
HEU,1,1,3349,0.00000e+00
HEU,1,1,3351,0.00000e+00
HEU,1,1,3353,0.00000e+00
HEU,1,1,3355,0.00000e+00
HEU,1,1,3357,0.00000e+00
HEU,1,1,3359,0.00000e+00
HEU,1,1,3361,0.00000e+00
HEU,1,1,3363,0.00000e+00
HEU,1,1,3365,0.00000e+00
HEU,1,1,3367,0.00000e+00
HEU,1,1,3369,0.00000e+00
HEU,1,1,3371,0.00000e+00
HEU,1,1,3373,0.00000e+00
HEU,1,1,3375,0.00000e+00
HEU,1,1,3377,0.00000e+00
HEU,1,1,3379,0.00000e+00
HEU,1,1,3381,0.00000e+00
HEU,1,1,3383,0.00000e+00
HEU,1,1,3385,0.00000e+00
HEU,1,1,3387,0.00000e+00
HEU,1,1,3389,0.00000e+00
HEU,1,1,3391,0.00000e+00
HEU,1,1,3393,0.00000e+00
HEU,1,1,3395,0.00000e+00
HEU,1,1,3397,0.00000e+00
HEU,1,1,3399,0.00000e+00
HEU,1,1,3401,0.00000e+00
HEU,1,1,3403,0.00000e+00
HEU,1,1,3405,0.00000e+00
HEU,1,1,3407,0.00000e+00
HEU,1,1,3409,0.00000e+00
HEU,1,1,3411,0.00000e+00
HEU,1,1,3413,0.00000e+00
HEU,1,1,3415,0.00000e+00
HEU,1,1,3417,0.00000e+00
HEU,1,1,3419,0.00000e+00
HEU,1,1,3421,0.00000e+00
HEU,1,1,3423,0.00000e+00
HEU,1,1,3425,0.00000e+00
HEU,1,1,3427,0.00000e+00
HEU,1,1,3429,0.00000e+00
HEU,1,1,3431,0.00000e+00
HEU,1,1,3433,0.00000e+00
HEU,1,1,3435,0.00000e+00
HEU,1,1,3437,0.00000e+00
HEU,1,1,3439,0.00000e+00
HEU,1,1,3441,0.00000e+00
HEU,1,1,3443,0.00000e+00
HEU,1,1,3445,0.00000e+00
HEU,1,1,3447,0.00000e+00
HEU,1,1,3449,0.00000e+00
HEU,1,1,3451,0.00000e+00
HEU,1,1,3453,0.00000e+00
HEU,1,1,3455,0.00000e+00
HEU,1,1,3457,0.00000e+00
HEU,1,1,3459,0.00000e+00
HEU,1,1,3461,0.00000e+00
HEU,1,1,3463,0.00000e+00
HEU,1,1,3465,0.00000e+00
HEU,1,1,3467,0.00000e+00
HEU,1,1,3469,0.00000e+00
HEU,1,1,3471,0.00000e+00
HEU,1,1,3473,0.00000e+00
HEU,1,1,3475,0.00000e+00
HEU,1,1,3477,0.00000e+00
HEU,1,1,3479,0.00000e+00
HEU,1,1,3481,0.00000e+00
HEU,1,1,3483,0.00000e+00
HEU,1,1,3485,0.00000e+00
HEU,1,1,3487,0.00000e+00
HEU,1,1,3489,0.00000e+00
HEU,1,1,3491,0.00000e+00
HEU,1,1,3493,0.00000e+00
HEU,1,1,3495,0.00000e+00
HEU,1,1,3497,0.00000e+00
HEU,1,1,3499,0.00000e+00
HEU,1,1,3501,0.00000e+00
HEU,1,1,3503,0.00000e+00
HEU,1,1,3505,0.00000e+00
HEU,1,1,3507,0.00000e+00
HEU,1,1,3509,0.00000e+00
HEU,1,1,3511,0.00000e+00
HEU,1,1,3513,0.00000e+00
HEU,1,1,3515,0.00000e+00
HEU,1,1,3517,0.00000e+00
HEU,1,1,3519,0.00000e+00
HEU,1,1,3521,0.00000e+00
HEU,1,1,3523,0.00000e+00
HEU,1,1,3525,0.00000e+00
HEU,1,1,3527,0.00000e+00
HEU,1,1,3529,0.00000e+00
HEU,1,1,3531,0.00000e+00
HEU,1,1,3533,0.00000e+00
HEU,1,1,3535,0.00000e+00
HEU,1,1,3537,0.00000e+00
HEU,1,1,3539,0.00000e+00
HEU,1,1,3541,0.00000e+00
HEU,1,1,3543,0.00000e+00
HEU,1,1,3545,0.00000e+00
HEU,1,1,3547,0.00000e+00
HEU,1,1,3549,0.00000e+00
HEU,1,1,3551,0.00000e+00
HEU,1,1,3553,0.00000e+00
HEU,1,1,3555,0.00000e+00
HEU,1,1,3557,0.00000e+00
HEU,1,1,3559,0.00000e+00
HEU,1,1,3561,0.00000e+00
HEU,1,1,3563,0.00000e+00
HEU,1,1,3565,0.00000e+00
HEU,1,1,3567,0.00000e+00
HEU,1,1,3569,0.00000e+00
HEU,1,1,3571,0.00000e+00
HEU,1,1,3573,0.00000e+00
HEU,1,1,3575,0.00000e+00
HEU,1,1,3577,0.00000e+00
HEU,1,1,3579,0.00000e+00
HEU,1,1,3581,0.00000e+00
HEU,1,1,3583,0.00000e+00
HEU,1,1,3585,0.00000e+00
HEU,1,1,3587,0.00000e+00
HEU,1,1,3589,0.00000e+00
HEU,1,1,3591,0.00000e+00
HEU,1,1,3593,0.00000e+00
HEU,1,1,3595,0.00000e+00
HEU,1,1,3597,0.00000e+00
HEU,1,1,3599,0.00000e+00
HEU,1,1,3601,0.00000e+00
HEU,1,1,3603,0.00000e+00
HEU,1,1,3605,0.00000e+00
HEU,1,1,3607,0.00000e+00
HEU,1,1,3609,0.00000e+00
HEU,1,1,3611,0.00000e+00
HEU,1,1,3613,0.00000e+00
HEU,1,1,3615,0.00000e+00
HEU,1,1,3617,0.00000e+00
HEU,1,1,3619,0.00000e+00
HEU,1,1,3621,0.00000e+00
HEU,1,1,3623,0.00000e+00
HEU,1,1,3625,0.00000e+00
HEU,1,1,3627,0.00000e+00
HEU,1,1,3629,0.00000e+00
HEU,1,1,3631,0.00000e+00
HEU,1,1,3633,0.00000e+00
HEU,1,1,3635,0.00000e+00
HEU,1,1,3637,0.00000e+00
HEU,1,1,3639,0.00000e+00
HEU,1,1,3641,0.00000e+00
HEU,1,1,3643,0.00000e+00
HEU,1,1,3645,0.00000e+00
HEU,1,1,3647,0.00000e+00
HEU,1,1,3649,0.00000e+00
HEU,1,1,3651,0.00000e+00
HEU,1,1,3653,0.00000e+00
HEU,1,1,3655,0.00000e+00
HEU,1,1,3657,0.00000e+00
HEU,1,1,3659,0.00000e+00
HEU,1,1,3661,0.00000e+00
HEU,1,1,3663,0.00000e+00
HEU,1,1,3665,0.00000e+00
HEU,1,1,3667,0.00000e+00
HEU,1,1,3669,0.00000e+00
HEU,1,1,3671,0.00000e+00
HEU,1,1,3673,0.00000e+00
HEU,1,1,3675,0.00000e+00
HEU,1,1,3677,0.00000e+00
HEU,1,1,3679,0.00000e+00
HEU,1,1,3681,0.00000e+00
HEU,1,1,3683,0.00000e+00
HEU,1,1,3685,0.00000e+00
HEU,1,1,3687,0.00000e+00
HEU,1,1,3689,0.00000e+00
HEU,1,1,3691,0.00000e+00
HEU,1,1,3693,0.00000e+00
HEU,1,1,3695,0.00000e+00
HEU,1,1,3697,0.00000e+00
HEU,1,1,3699,0.00000e+00
HEU,1,1,3701,0.00000e+00
HEU,1,1,3703,0.00000e+00
HEU,1,1,3705,0.00000e+00
HEU,1,1,3707,0.00000e+00
HEU,1,1,3709,0.00000e+00
HEU,1,1,3711,0.00000e+00
HEU,1,1,3713,0.00000e+00
HEU,1,1,3715,0.00000e+00
HEU,1,1,3717,0.00000e+00
HEU,1,1,3719,0.00000e+00
HEU,1,1,3721,0.00000e+00
HEU,1,1,3723,0.00000e+00
HEU,1,1,3725,0.00000e+00
HEU,1,1,3727,0.00000e+00
HEU,1,1,3729,0.00000e+00
HEU,1,1,3731,0.00000e+00
HEU,1,1,3733,0.00000e+00
HEU,1,1,3735,0.00000e+00
HEU,1,1,3737,0.00000e+00
HEU,1,1,3739,0.00000e+00
HEU,1,1,3741,0.00000e+00
HEU,1,1,3743,0.00000e+00
HEU,1,1,3745,0.00000e+00
HEU,1,1,3747,0.00000e+00
HEU,1,1,3749,0.00000e+00
HEU,1,1,3751,0.00000e+00
HEU,1,1,3753,0.00000e+00
HEU,1,1,3755,0.00000e+00
HEU,1,1,3757,0.00000e+00
HEU,1,1,3759,0.00000e+00
HEU,1,1,3761,0.00000e+00
HEU,1,1,3763,0.00000e+00
HEU,1,1,3765,0.00000e+00
HEU,1,1,3767,0.00000e+00
HEU,1,1,3769,0.00000e+00
HEU,1,1,3771,0.00000e+00
HEU,1,1,3773,0.00000e+00
HEU,1,1,3775,0.00000e+00
HEU,1,1,3777,0.00000e+00
HEU,1,1,3779,0.00000e+00
HEU,1,1,3781,0.00000e+00
HEU,1,1,3783,0.00000e+00
HEU,1,1,3785,0.00000e+00
HEU,1,1,3787,0.00000e+00
HEU,1,1,3789,0.00000e+00
HEU,1,1,3791,0.00000e+00
HEU,1,1,3793,0.00000e+00
HEU,1,1,3795,0.00000e+00
HEU,1,1,3797,0.00000e+00
HEU,1,1,3799,0.00000e+00
HEU,1,1,3801,0.00000e+00
HEU,1,1,3803,0.00000e+00
HEU,1,1,3805,0.00000e+00
HEU,1,1,3807,0.00000e+00
HEU,1,1,3809,0.00000e+00
HEU,1,1,3811,0.00000e+00
HEU,1,1,3813,0.00000e+00
HEU,1,1,3815,0.00000e+00
HEU,1,1,3817,0.00000e+00
HEU,1,1,3819,0.00000e+00
HEU,1,1,3821,0.00000e+00
HEU,1,1,3823,0.00000e+00
HEU,1,1,3825,0.00000e+00
HEU,1,1,3827,0.00000e+00
HEU,1,1,3829,0.00000e+00
HEU,1,1,3831,0.00000e+00
HEU,1,1,3833,0.00000e+00
HEU,1,1,3835,0.00000e+00
HEU,1,1,3837,0.00000e+00
HEU,1,1,3839,0.00000e+00
HEU,1,1,3841,0.00000e+00
HEU,1,1,3843,0.00000e+00
HEU,1,1,3845,0.00000e+00
HEU,1,1,3847,0.00000e+00
HEU,1,1,3849,0.00000e+00
HEU,1,1,3851,0.00000e+00
HEU,1,1,3853,0.00000e+00
HEU,1,1,3855,0.00000e+00
HEU,1,1,3857,0.00000e+00
HEU,1,1,3859,0.00000e+00
HEU,1,1,3861,0.00000e+00
HEU,1,1,3863,0.00000e+00
HEU,1,1,3865,0.00000e+00
HEU,1,1,3867,0.00000e+00
HEU,1,1,3869,0.00000e+00
HEU,1,1,3871,0.00000e+00
HEU,1,1,3873,0.00000e+00
HEU,1,1,3875,0.00000e+00
